code,term
T46,ngộ độc tác nhân chủ yếu tác động đến hệ tim mạch
T47,ngộ độc do tác nhân tác động chủ yếu trên hệ thống tiêu hóa
T48,ngộ độc do tác nhân tác động chủ yếu trên cơ trơn và/hoặc cơ xương và/hoặc hệ hô hấp
T49,"ngộ độc tác nhân dùng tại chỗ tác động chủ yếu trên da và/hoặc niêm mạc và/hoặc do thuốc mắt, tai- mũi - họng và/hoặc nha khoa"
T50,"ngộ độc thuốc lợi tiểu và/hoặc dược chất, thuốc điều trị, sinh phẩm khác và/hoặc không xác định"
T51,tác động độc hại của cồn
T52,tác động độc hại của dung môi hữu cơ
T53,tác động độc hại của dẫn xuất halogen của hydrocarbon béo và/hoặc hydrocarbon thơm
T54,tác động độc hại của chất ăn mòn
T55,tác động độc hại của xà phòng và/hoặc chất tẩy rửa
T56,tác động độc hại của kim loại
T57,tác động độc hại của chất vô cơ khác
T58,tác động độc hại của carbon monoxide
T59,"tác động độc hại của khí, khói và/hoặc hơi khác"
T60,tác động độc hại của thuốc trừ sâu
T61,tác động độc hại do ăn hải sản có chất độc
T62,tác động độc hại do ăn phải thực phẩm có chất độc
T63,tác động độc hại do tiếp xúc với động vật có nọc độc
T64,tác động độc hại của aflatoxin và/hoặc độc tố nấm khác gây ô nhiễm thực phẩm
T65,tác động độc hại của chất khác và/hoặc không xác định
T66,tác động không xác định của phóng xạ [bức xạ]
T67,tác động của nhiệt và/hoặc ánh sáng
T68,hạ thân nhiệt
T69,tác động khác của hạ nhiệt độ
T70,tác động của áp suất không khí và/hoặc áp suất nước
T71,ngạt thở
T73,tác động của thiếu hụt khác
T74,hội chứng ngược đãi
T75,tác động của nguyên nhân bên ngoài khác
T76,tác động không xác định của nguyên nhân bên ngoài
T78,"tác dụng bất lợi, không phân loại mục khác"
T79,"một số biến chứng ban đầu của chấn thương, không phân loại mục khác"
T80,"biến chứng sau tiêm truyền, truyền máu và/hoặc tiêm thuốc điều trị"
T81,"biến chứng can thiệp, không phân loại mục khác"
T82,"biến chứng của thiết bị nhân tạo tim và/hoặc mạch máu, cấy và/hoặc ghép"
T83,"biến chứng của thiết bị/dụng cụ nhân tạo, cấy và/hoặc ghép ở hệ sinh dục - tiết niệu"
T84,"biến chứng do thiết bị/dụng cụ, cấy và/hoặc ghép chỉnh hình bên trong"
T85,"biến chứng của thiết bị/dụng cụ nhân tạo, cấy và/hoặc ghép bên trong khác"
T86,thất bại và/hoặc thải ghép tạng và/hoặc mô
T87,biến chứng đặc trưng của phẫu thuật nối lại và/hoặc cắt cụt
T88,biến chứng khác của chăm sóc ngoại khoa và/hoặc nội khoa không phân loại mục khác
T90,di chứng tổn thương ở đầu
T91,di chứng tổn thương cổ và/hoặc thân
T92,di chứng tổn thương chi trên
T93,di chứng tổn thương chi dưới
T94,di chứng tổn thương tác động đến nhiều vùng cơ thể và/hoặc vùng không xác định
T95,"di chứng bỏng, ăn mòn và/hoặc bỏng lạnh"
T96,"di chứng ngộ độc dược chất, thuốc điều trị và/hoặc sinh phẩm"
T97,di chứng của tác động độc hại do chất chủ yếu có nguồn gốc không phải là thuốc
T98,di chứng do tác động từ nguyên nhân bên ngoài khác và/hoặc không xác định
V01,người đi bộ bị thương do va chạm với xe đạp
V02,người đi bộ bị thương do va chạm với xe máy 2 hoặc 3 bánh
V03,"người đi bộ bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ"
V04,người đi bộ bị thương do va chạm với xe tải hạng nặng hoặc xe buýt
V05,người đi bộ bị thương do va chạm với tàu hỏa hoặc phương tiện đường sắt
V06,người đi bộ bị thương do va chạm với xe không có động cơ khác
V09,người đi bộ bị thương trong tai nạn giao thông khác và/hoặc không xác định
V10,người đi xe đạp bị thương do va chạm với người đi bộ hoặc động vật
V11,người đi xe đạp bị thương do va chạm với xe đạp khác
V12,người đi xe đạp bị thương do va chạm với xe máy 2 hoặc 3 bánh
V13,"người đi xe đạp bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhỏ"
V14,người đi xe đạp bị thương khi va chạm với xe tải hạng nặng hoặc xe buýt
V15,người đi xe đạp bị thương khi va chạm với tàu hỏa hoặc phương tiện đường sắt
V16,người đi xe đạp bị thương do va chạm với xe không có động cơ khác
V17,người đi xe đạp bị thương do va chạm với vật cố định hoặc tĩnh vật
V18,người đi xe đạp bị thương trong tai nạn giao thông vận tải không có va chạm
V19,người đi xe đạp bị thương do những tai nạn giao thông vận tải khác và/hoặc không xác định
V20,người đi xe máy 2 bánh bị thương do va chạm với người đi bộ hoặc va chạm với động vật
V21,người đi xe máy 2 bánh bị thương khi va chạm với xe đạp
V22,người đi xe máy 2 bánh bị thương do va chạm với xe máy 2 hoặc 3 bánh
V23,"người đi xe máy 2 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ"
V24,người đi xe máy 2 bánh bị thương do va chạm với xe tải hạng nặng hoặc xe buýt
V25,người đi xe máy 2 bánh bị thương do va chạm với tàu hỏa hoặc phương tiện đường sắt
V26,người đi xe máy 2 bánh bị thương do va chạm với xe không có động cơ khác
V27,người đi xe máy 2 bánh bị thương do va chạm với vật cố định hoặc tĩnh vật
V28,người đi xe máy 2 bánh bị thương trong tai nạn giao thông vận tải không có va chạm
V29,người đi xe máy 2 bánh bị thương trong tai nạn giao thông khác và/hoặc không xác định
V30,người đi xe máy 3 bánh bị thương do va chạm với người đi bộ hoặc động vật
V31,người đi xe máy 3 bánh bị thương do va chạm với xe đạp
V32,người đi xe máy 3 bánh bị thương do va chạm với xe máy 2 bánh hoặc xe máy 3 bánh
V33,"người đi xe máy 3 bánh bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ"
V34,người đi xe máy 3 bánh bị thương do va chạm với xe tải hạng nặng hoặc xe buýt
V35,người đi xe máy 3 bánh bị thương do va chạm với tàu hỏa hoặc phương tiện đường sắt
V36,người đi xe máy 3 bánh bị thương do va chạm với xe cơ giới khác
V37,người đi xe máy 3 bánh bị thương do va chạm với vật cố định hoặc tĩnh vật
V38,người đi xe máy 3 bánh bị thương trong tai nạn giao thông vận tải không có va chạm
V39,người đi xe máy 3 bánh bị thương trong tai nạn giao thông vận tải khác và/hoặc không xác định
V40,người đi xe ô tô bị thương do va chạm với người đi bộ hoặc động vật
V41,người đi xe ô tô bị thương do va chạm với xe đạp
V42,người đi xe ô tô bị thương do va chạm với xe máy 2 hoặc 3 bánh
V43,"người đi xe ô tô bị thương do va chạm với xe ô tô, xe bán tải hoặc xe tải nhỏ"
V44,người đi xe ô tô bị thương do va chạm với xe tải hạng nặng hoặc xe buýt
V45,người đi xe ô tô bị thương do va chạm với tàu hỏa hoặc phương tiện đường sắt
V46,người đi xe ô tô bị thương do va chạm với xe không có động cơ khác
V47,người đi xe ô tô bị thương do va chạm với vật cố định hoặc tĩnh vật
V48,người đi xe ô tô bị thương trong tai nạn giao thông vận tải không có va chạm
V49,người đi xe ô tô bị thương trong tai nạn giao thông vận tải khác và/hoặc không xác định
V50,người đi xe bán tải hoặc xe tải nhỏ bị thương do va chạm với người đi bộ hoặc động vật
V51,người đi xe bán tải hoặc xe tải nhỏ bị thương do va chạm với xe đạp
V52,người đi xe bán tải hoặc xe tải nhỏ bị thương do va chạm với xe máy 2 hoặc 3 bánh
V53,"người đi xe bán tải hoặc xe tải nhỏ bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ"
V54,người đi xe bán tải hoặc xe tải nhỏ bị thương do va chạm với xe tải hạng nặng hoặc xe buýt
V55,người đi xe bán tải hoặc xe tải nhỏ bị thương do va chạm với tàu hỏa hoặc phương tiện đường sắt
V56,người đi xe bán tải hoặc xe tải nhỏ bị thương do va chạm với xe không có động cơ khác
V57,người đi xe bán tải hoặc xe tải nhỏ bị thương do va chạm với vật cố định hoặc tĩnh vật
V58,người đi xe bán tải hoặc xe tải nhỏ bị thương trong tai nạn giao thông vận tải không có va chạm
V59,người đi xe bán tải hoặc xe tải nhỏ bị thương tai nạn giao thông vận tải khác và/hoặc không xác định
V59,người đi xe bán tải hoặc xe tải van bị thương tai nạn giao thông vận tải khác và/hoặc không xác định
V60,người đi xe tải hạng nặng bị thương do va chạm với người đi bộ hoặc động vật
V61,người đi xe tải hạng nặng bị thương do va chạm với xe đạp
V62,người đi xe tải hạng nặng bị thương do va chạm với xe máy 2 hoặc 3 bánh
V63,"người đi xe tải hạng nặng bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ"
V64,người đi xe tải hạng nặng bị thương do va chạm với xe tải hạng nặng hoặc xe buýt
V65,người đi xe tải hạng nặng bị thương do va chạm với tàu hỏa hoặc phương tiện đường sắt
V66,người đi xe tải hạng nặng bị thương do va chạm với xe không có động cơ khác
V67,người đi xe tải hạng nặng bị thương do va chạm với vật cố định hoặc tĩnh vật
V68,người đi xe tải hạng nặng bị thương trong tai nạn giao thông vận tải không có va chạm
V69,người đi xe tải hạng nặng bị thương trong tai nạn giao thông vận tải khác và/hoặc không xác định
V70,người đi xe buýt bị thương khi va chạm với người đi bộ hoặc động vật
V71,người đi xe buýt bị thương do va chạm với với xe đạp
V72,người đi xe buýt bị thương do va chạm với xe máy 2 hoặc 3 bánh
V73,"người đi xe buýt bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhỏ"
V74,người đi xe buýt bị thương do va chạm với xe tải hạng nặng hoặc xe buýt
V75,người đi xe buýt bị thương do va chạm với tàu hỏa hoặc phương tiện đường sắt
V76,người đi xe buýt bị thương do va chạm với xe không có động cơ khác
V77,người đi xe buýt bị thương do va chạm với vật cố định hoặc tĩnh vật
V78,người đi xe buýt bị thương trong tai nạn giao thông vận tải không có va chạm
V79,người đi xe buýt bị thương trong tai nạn giao thông vận tải khác và/hoặc không xác định
V80,người cưỡi động vật hoặc người trên xe động vật kéo bị thương trong tai nạn giao thông
V81,người đi tàu hỏa hoặc phương tiện đường sắt bị thương trong tai nạn giao thông
V82,người đi xe điện bị thương trong tai nạn giao thông
V83,người đi xe chuyên dùng chủ yếu sử dụng trong các cơ sở công nghiệp bị thương trong tai nạn giao thông
V84,người đi xe chuyên dùng sử dụng chủ yếu trong nông nghiệp bị thương trong tai nạn giao thông
V85,người đi xe chuyên dùng trong xây dựng bị thương trong tai nạn giao thông
V86,"người đi xe chuyên dùng mọi địa hình hoặc xe mô tô khác được thiết kế chủ yếu cho sử dụng ngoài quốc lộ, bị thương trong tai nạn giao thông"
V87,tai nạn giao thông xác định nhưng không rõ phương tiện vận tải của nạn nhân
V88,tai nạn xác định không liên quan đến giao thông nhưng không rõ phương tiện vận tải của nạn nhân
V89,"tai nạn xe cơ giới hoặc xe không có động cơ, không xác định loại phương tiện"
V90,tai nạn tàu thủy gây đuối nước và/hoặc chìm tàu
V91,tai nạn phương tiện giao thông đường thủy gây chấn thương khác
V92,đuối nước và/hoặc ngạt nước liên quan tới giao thông đường thủy không có tai nạn do phương tiện giao thông đường thủy gây ra
V93,"tai nạn trên phương tiện thủy không có tai nạn của phương tịên, không gây đuối nước và/hoặc chìm tàu"
V94,tai nạn giao thông đường thủy khác và/hoặc không xác định
V95,tai nạn do phương tiện bay có động cơ gây tổn thương cho người sử dụng phương tiện
V96,tai nạn của phương tiện bay không động cơ làm bị thương người trên tàu
V97,các tai nạn do phương tịên bay xác định khác
V98,các tai nạn giao thông xác định khác
V99,tai nạn giao thông không xác định
W00,ngã trên cùng một mặt bằng liên quan băng và/hoặc tuyết
W01,"ngã trên cùng mặt bằng do trượt, vấp và/hoặc lộn nhào"
W02,"ngã liên quan trượt băng, ski, trượt patin hoặc ván trượt"
W03,ngã khác trên cùng mặt bằng do va chạm hoặc bị người khác xô đẩy
W04,ngã khi đang được người khác bế hoặc cõng
W05,ngã liên quan đến xe lăn
W06,ngã liên quan đến giường
W07,đến ghế
W08,ngã liên quan đến đồ nội thất khác
W09,ngã liên quan đến thiết bị sân chơi
W10,ngã trên và ngã từ bậc thang và/hoặc bậc thềm
W11,ngã trên và/hoặc ngã từ thang
W12,ngã trên và/hoặc ngã từ giàn giáo
W13,"ngã từ, ngã ra ngoài hoặc ngã xuyên qua tòa nhà hoặc công trình xây dựng"
W14,ngã từ cây
W15,rơi từ vách đã
W16,lặn hoặc nhảy xuống nước gây thương tích không phải là chết đuối hoặc chìm trong nước
W17,ngã khác từ cấp độ này sang cấp độ khác
W18,ngã khác trên cùng mặt bằng
W19,ngã không xác định
W20,"bị tác động của (các) vật ném, tung hoặc đang rơi"
W21,va phải hoặc bị đập bởi dụng cụ thể thao
W22,va phải hoặc bị đập bởi các vật thể khác
W23,"bị bắt, kẹp, ép hoặc bị chèn ép trong hoặc giữa các vật"
W24,"tiếp xúc với (các) thiết bị nâng và/hoặc truyền tải, không phân loại mục khác"
W25,tiếp xúc với kính sắc nhọn
W26,tiếp xúc với (các) vật thể sắc nhọn khác
W27,tiếp xúc với dụng cụ cầm tay không có động cơ
W28,tiếp xúc với máy cắt cỏ có động cơ
W29,tiếp xúc với các dụng cụ cầm tay và máy móc gia dụng có động cơ khác
W30,va chạm với máy móc nông nghiệp
W31,va chạm với máy móc khác và/hoặc máy móc không xác định
W32,handgun discharge xả súng ngắn
W33,"xả súng trường, súng bắn đạn ghém và/hoặc súng lớn hơn"
W34,xả súng khác và/hoặc không xác định
W35,nổ và/hoặc vỡ lò hơi
W36,nổ và/hoặc vỡ bình ga
W37,"nổ và/hoặc vỡ lốp, đường ống hoặc ống có áp suất"
W38,nổ và vỡ các thiết bị điều áp xác định khác
W39,nổ pháo hoa
W40,nổ các vật liệu khác
W41,tiếp xúc với tia áp lực cao
W42,phơi nhiễm tiếng ồn
W43,phơi nhiễm với chấn động
W44,dị vật xâm nhập vào hoặc qua mắt hoặc lỗ tự nhiên
W45,dị vật xâm nhập qua da
W46,tiếp xúc với kim tiêm dưới da
W49,bị ảnh hưởng của lực cơ học bất động khác và/hoặc không xác định
W50,"bị người khác đập đánh, đá, vặn, cắn, cào"
W51,bị người khác tấn công chống lại hoặc đâm vào
W52,"bị đám đông hoặc đám người dẫm lên, ép hoặc xô đẩy"
W53,bị chuột cắn
W54,bị chó cắn hoặc tấn công
W55,bị cắn hoặc tấn công do loài động vật có vú khác
W56,tiếp xúc với động vật biển
W57,bị côn trùng không có nọc và/hoặc các loài tiết túc [virus arbo] không có nọc độc cắn hoặc đốt
W58,bị cá sấu châu phi hoặc cá sấu mỹ cắn hoặc tấn công
W59,bị loài bò sát khác cắn hoặc kẹp
W60,"tiếp xúc với cây gai, gai, lá nhọn"
W64,tiếp xúc với các lực cơ học động khác và/hoặc không xác định
W65,đuối nước và/hoặc ngập nước khi ở trong bồn tắm
W66,đuối nước và/hoặc ngập nước sau khi ngã vào bồn tắm
W67,đuối nước và/hoặc ngập nước khi ở bể bơi
W68,đuối nước và/hoặc ngập nước sau khi ngã vào bể bơi
W69,đuối nước và/hoặc ngập nước khi ở trong nước tự nhiên
W70,đuối nước và/hoặc ngập nước sau khi ngã xuống nước tự nhiên
W73,đuối nước và/hoặc ngập nước xác định khác
W74,đuối nước và/hoặc ngập nước xác định khác
W75,vô tình bị ngạt thở và/hoặc bị siết cổ trên giường
W76,vô tình bị treo cổ và/hoặc siết cổ khác
W77,"đe dọa hô hấp do sụt đất, sạt lở đất và/hoặc các chất khác"
W78,hít phải các chất trong dạ dày
W79,hít và/hoặc nuốt thức ăn gây tắc nghẽn đường hô hấp
W80,hít và/hoặc nuốt phải các vật thể khác gây tắc nghẽn đường hô hấp
W81,bị giam giữ hoặc bị mắc kẹt trong môi trường thiếu oxy
W83,các mối đe dọa xác định khác đối với hô hấp
W84,mối đe dọa không xác định đối với hô hấp
W85,tiếp xúc với đường dây tải điện
W86,tiếp xúc với dòng điện xác định khác
W87,tiếp xúc với dòng điện không xác định
W88,phơi nhiễm với nguồn phóng xạ [bức xạ] ion hóa
W89,mắt phơi nhiễm với ánh sáng nhân tạo và/hoặc tia cực tím
W89,incl.: welding light (arc) mắt phơi nhiễm với ánh
W90,phơi nhiễm với bức xạ không ion hóa khác
W91,phơi nhiễm với nguồn phóng xạ [bức xạ] không xác định
W92,tiếp xúc với nhiệt độ quá cao có nguồn gốc nhân tạo
W93,tiếp xúc quá mức với nguồn nhiệt lạnh nhân tạo
W94,tiếp xúc với áp suất không khí cao và/hoặc thấp và/hoặc thay đổi áp suất không khí
W99,tiếp xúc với các yếu tố môi trường khác và/hoặc không xác định do con người tạo ra
X00,tiếp xúc với đám cháy không kiểm soát được ở tòa nhà hoặc công trình xây dựng
X01,"tiếp xúc với đám cháy không kiểm soát được, không phải ở tòa nhà hoặc công trình xây dựng"
X02,tiếp xúc với đám cháy kiểm soát được của tòa nhà hoặc công trình xây dựng
X03,"tiếp xúc với đám cháy có kiểm soát, không phải ở tòa nhà hoặc công trình xây dựng"
X04,tiếp xúc với vật liệu dễ cháy có tính bắt lửa cao
X05,tiếp xúc với quần áo hoặc trang phục dễ nóng chảy
X06,phơi nhiễm với quần áo hoặc trang phục khác dễ bắt lửa
X08,"phơi nhiễm với khói, cháy và/hoặc lửa xác định khác"
X09,"phơi nhiễm với khói, cháy và/hoặc lửa không xác định"
X10,"tiếp xúc với đồ uống, thức ăn, mỡ và/hoặc dầu ăn nóng"
X11,tiếp xúc với vòi nước nóng
X12,tiếp xúc với các chất lỏng nóng khác
X13,tiếp xúc với hơi nước và/hoặc hơi nóng
X14,tiếp xúc với không khí nóng và/hoặc hơi nóng
X15,tiếp xúc với các thiết bị gia dụng nóng
X16,"tiếp xúc với thiết bị sưởi, bộ tản nhiệt và/hoặc đường ống nóng"
X17,"tiếp xúc với động cơ, máy móc và/hoặc công cụ nóng"
X18,tiếp xúc với các kim loại nóng khác
X19,tiếp xúc với các chất nóng và nhiệt khác và/hoặc không xác định
X20,tiếp xúc với rắn độc và/hoặc thằn lằn độc
X21,tiếp xúc với nhện độc
X22,tiếp xúc với bọ cạp
X23,"tiếp xúc với ong bắp cày, tò vò và/hoặc ong vò vẽ"
X24,tiếp xúc với các loại rết và/hoặc các loại động vật nhiều chân (nhiệt đới)
X25,tiếp xúc với các động vật thân đốt có độc tính khác
X26,tiếp xúc với các thực vật và/hoặc động vật biển có độc tính khác
X27,tiếp xúc với động vật có nọc độc xác định khác
X28,tiếp xúc với các loài thực vật độc xác định khác
X29,tiếp xúc với động vật hoặc thực vật độc không xác định
X30,phơi nhiễm với thời tiết cực nóng
X31,phơi nhiễm với thời tiết cực lạnh
X32,phơi nhiễm với ánh nắng
X33,nạn nhân của sét
X34,nạn nhân của động đất
X35,nạn nhân của vụ phun trào núi lửa
X36,"nạn nhân của tuyết lở, đất trượt, hoặc các chuyển động khác của đất"
X37,nạn nhân của cơn bão đại hồng thủy
X38,nạn nhân của lũ lụt
X39,phơi nhiễm với các lực lượng thiên nhiên khác và/hoặc không xác định
X40,"ngộ độc do vô tình và/hoặc phơi nhiễm với thuốc giảm đau, hạ sốt và/hoặc chống viêm khớp dạng thấp không có chất dạng thuốc phiện"
X41,"ngộ độc do vô tình và/hoặc phơi nhiễm với thuốc chống động kinh, thuốc an thần - thuốc ngủ, thuốc chống hội chứng parkinson và/hoặc thuốc hướng thần, không phân loại mục khác"
X42,"vô tình ngộ độc do và tiếp xúc với ma túy và thuốc an thần [chất gây ảo giác], không phân loại mục khác"
X43,ngộ độc do vô tình và/hoặc phơi nhiễm với các thuốc khác tác động lên hệ thống thần kinh tự động
X44,"ngộ độc và/hoặc phơi nhiễm vô tình với dược chất, thuốc điều trị và/hoặc sinh phẩm khác và/hoặc không xác định"
X45,ngộ độc do vô tình và/hoặc phơi nhiễm với rượu
X46,ngộ độc do vô tình và/hoặc phơi nhiễm với dung môi hữu cơ và/hoặc hydrocacbon đã halogen hóa và/hoặc hơi của chúng
X47,ngộ độc do vô tình và/hoặc phơi nhiễm với khí và/hoặc hơi khác
X48,ngộ độc do vô tình và/hoặc phơi nhiễm với thuốc trừ sâu
X49,ngộ độc do vô tình và/hoặc phơi nhiễm với chất hóa học và/hoặc chất có hại khác và/hoặc không xác định
X50,vận động quá sức và/hoặc gắng sức hoặc lặp đi lặp lại
X51,di chuyển và/hoặc vận động
X52,ở lâu trong môi trường không trọng lượng
X53,thiếu thức ăn
X54,thiếu nước
X57,tình trạng thiếu thốn không xác định
X58,phơi nhiễm với các yếu tố xác định khác
X59,phơi nhiễm với các yếu tố không xác định
X60,"cố ý tự đầu độc bằng và/hoặc cố tình phơi nhiễm với thuốc giảm đau, hạ sốt và/hoặc chống viêm khớp dạng thấp không có chất dạng thuốc phiện"
X61,"cố tình tự đầu độc bằng và/hoặc cố tình phơi nhiễm với thuốc chống động kinh, thuốc an thần - gây ngủ, thuốc chống hội chứng parkinson và/hoặc thuốc tâm thần, không phân loại mục khác"
X62,"cố ý tự đầu độc và/hoặc cố tình phơi nhiễm với chất ma túy và/hoặc thuốc an thần [chất gây ảo giác], không phân loại mục khác"
X63,cố tình tự đầu độc bằng và/hoặc cố tình phơi nhiễm với các thuốc khác tác dụng lên hệ thống thần kinh tự động
X64,"cố tình tự đầu độc bằng và/hoặc phơi nhiễm với dược chất, thuốc điều trị, sinh phẩm khác và/hoặc không xác định"
X65,cố tình tự đầu độc bằng và/hoặc cố tình phơi nhiễm với rượu
X66,"cố tình tự đầu độc bằng và/hoặc cố tình phơi nhiễm với dung môi hữu cơ, hydrocacbon halogen hóa và/hoặc hơi của chúng"
X67,cố tình tự đầu độc bằng và/hoặc cố tình phơi nhiễm với các khí và/hoặc hơi khác
X68,cố ý tự đầu độc bằng và/hoặc cố tình phơi nhiễm với thuốc trừ sâu
X69,cố ý tự đầu độc bằng và/hoặc cố tình phơi nhiễm với hóa chất và hoặc chất độc hại khác và/hoặc không xác định
X70,"cố tình tự làm hại bản thân bằng cách treo cổ, bóp cổ và/hoặc tự làm ngạt thở"
X71,cố tình tự hại bằng nhảy xuống nước và/hoặc trầm mình dưới nước
X72,cố tình tự làm hại bản thân bằng xả súng ngắn
X73,"cố tình tự làm hại bản thân bằng xả súng trường, xúng bắn đạn ghém và/hoặc súng lớn hơn"
X74,cố tình tự làm hại bản thân bằng xả súng khác và/hoặc không xác định
X75,cố tình tự làm hại bản thân bằng vật liệu nổ
X76,"cố tình tự làm hại bản thân bằng khói, cháy và/hoặc lửa"
X77,"cố tình tự làm hại bản thân bằng hơi nước, hơi nóng và/hoặc vật nóng"
X78,cố tình tự làm hại bản thân bằng vật sắc nhọn
X79,cố tình tự làm hại bản thân bằng vật cùn
X80,cố tình ý tự làm hại bản thân bằng cách nhảy từ trên cao xuống
X81,cố tình tự làm hại bản thân bằng cách nhảy hoặc nằm trước khi di chuyển vật thể
X82,cố tình tự làm hại bản thân bằng cách đâm vào xe cơ giới
X83,cố tình tự làm hại bản thân bằng các phương tiện xác định khác
X84,cố tình tự hại bằng các phương tiện không xác định
X85,"tấn công bằng dược chất, thuốc điều trị và/hoặc sinh phẩm"
X86,tấn công bằng hóa chất ăn mòn
X87,tấn công bằng thuốc trừ sâu
X88,tấn công bằng carbon monoxide và/hoặc các loại khí và/hoặc hơi khác
X89,tấn công bằng hóa chất và/hoặc chất độc hại xác định khác
X90,tấn công bằng hóa chất và/hoặc chất độc hại không xác định
X91,"tấn công bằng cách treo cổ, bóp cổ và/hoặc làm ngạt thở"
X92,tấn công bằng cách dìm nước và/hoặc làm ngập nước
X93,tấn công bằng xả súng ngắn
X94,"tấn công bằng xả súng trường, súng bắn đạn ghém và/hoặc súng lớn hơn"
X95,tấn công bằng cách xả súng khác và/hoặc không xác định
X96,tấn công bằng vật liệu nổ
X97,"tấn công bằng khói, hỏa hoạn và/hoặc bằng lửa"
X98,"tấn công bằng hơi nước, hơi nóng và/hoặc các vật thể nóng"
X99,tấn công bằng vật sắc nhọn
Y00,tấn công bằng vật thể không sắc nhọn
Y01,tấn công bằng cách đẩy từ nơi cao
Y02,tấn công bằng cách đẩy hoặc đặt nạn nhân trước vật đang chuyển động
Y03,tấn công bằng đâm xe cơ giới
Y04,tấn công bằng vũ lực
Y05,tấn công tình dục bằng vũ lực
Y06,thờ ơ và/hoặc bỏ rơi
Y07,ngược đãi khác
Y08,tấn công bằng các phương tiện xác định khác
Y09,tấn công bằng phương tiện khác không xác định
Y10,"ngộ độc và/hoặc phơi nhiễm với thuốc giảm đau, hạ sốt, chống viêm khớp dạng thấp không có chất dạng thuốc phiện, không rõ mục đích"
Y11,"ngộ độc và/hoặc phơi nhiễm với thuốc chống động kinh, thuốc an thần - gây ngủ, thuốc chống hội chứng parkinson và hướng thần, không phân loại mục khác và/hoặc không rõ mục đích"
Y12,"ngộ độc và/hoặc phơi nhiễm với thuốc mê và/hoặc thuốc làm hưng phấn tinh thần (sinh hoang tưởng), không phân loại mục khác và/hoặc không rõ mục đích"
Y13,"ngộ độc và/hoặc phơi nhiễm với các thuốc khác tác dụng trên hệ thần kinh tự động, không rõ mục đích"
Y14,"ngộ độc và/hoặc phơi nhiễm với dược chất, thuốc điều trị, sinh phẩm khác và/hoặc không xác định, không rõ ý định sử dụng"
Y15,"ngộ độc và/hoặc phơi nhiễm với rượu, không rõ mục đích"
Y16,"ngộ độc và/hoặc phơi nhiễm với chất dung môi hữu cơ và/hoặc hologenat carbon và/hoặc các chất hơi của chúng, không rõ mục đích"
Y17,"ngộ độc và/hoặc phơi nhiễm với carbon monoxide và/hoặc các khí và/hoặc hơi khác, không rõ mục đích"
Y18,"ngộ độc và/hoặc phơi nhiễm với thuốc trừ sâu, không rõ mục đích"
Y19,"ngộ độc và/hoặc phơi nhiễm với hóa chất, chất độc hại khác và/hoặc không xác định, không rõ mục đích"
Y20,"treo cổ, bóp cổ và/hoặc nghẹt thở, không rõ mục đích"
Y21,"ngã xuống nước và/hoặc ngập nước, không rõ mục đích"
Y22,"xả súng ngắn, không rõ mục đích"
Y23,"xả súng trường, súng bắn đạn ghém và/hoặc súng lớn hơn, không rõ mục đích"
Y24,"xả súng khác và/hoặc không xác định, không rõ mục đích"
Y25,"tiếp xúc với vật liệu nổ, không rõ mục đích"
Y26,"phơi nhiễm khói, cháy và/hoặc lửa, không rõ mục đích"
Y27,"phơi nhiễm hơi nước, hơi nước nóng và/hoặc vật nóng, không rõ mục đích"
Y28,"tiếp xúc với vật sắc nhọn, không rõ mục đích"
Y29,"tiếp xúc với vật thể cùn, không rõ mục đích"
Y30,"ngã, nhảy hoặc bị đẩy từ một chỗ cao, không rõ mục đích"
Y31,"ngã, nằm hoặc chạy trước hoặc chạy vào vật đang chuyển động, không rõ mục đích"
Y32,"bị xe mô tô đâm, không rõ mục đích"
Y33,"các sự cố xác định khác, không rõ mục đích"
Y34,"sự cố không xác định, không rõ mục đích"
Y35,can thiệp pháp lý
Y36,các hoạt động trong chiến tranh
Y40,kháng sinh toàn thân
Y41,thuốc chống nhiễm trùng và/hoặc chống ký sinh trùng toàn thân khác
Y42,"nội tiệt tố [hormon] và/hoặc chất thay thế tổng hợp và/hoặc chất đối kháng, không phân loại mục khác"
Y43,tác nhân tác dụng toàn thân chủ yếu
Y44,chất tác dụng chủ yếu lên các thành phần của máu
Y45,"thuốc giảm đau, thuốc hạ sốt và/hoặc thuốc chống viêm"
Y46,thuốc chống động kinh và/hoặc parkinson
Y47,"thuốc an thần, thuốc ngủ và/hoặc thuốc chống lo lắng"
Y48,thuốc mê và/hoặc khí điều trị
Y49,"thuốc hướng thần, không phân loại mục khác"
Y50,"thuốc kích thích hệ thần kinh trung ương, không phân loại mục khác"
Y51,thuốc tác dụng chủ yếu trên hệ thần kinh tự động
Y52,các thuốc tác dụng chủ yếu lên hệ tim mạch
Y53,thuốc tác dụng chủ yếu đến hệ tiêu hóa
Y54,các thuốc chủ yếu ảnh hưởng tới cân bằng nước và/hoặc chuyển hoá acid và hoặc khoáng chất
